# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Aug 24 13:16:20 CEST 2023 [seed=1692875769957]
# -window -working -options
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skygrid
21200000	-11939.599278411926	-1254.5367125396247	-10685.062565872302	205.03881622082778	1812.9611837791722	4321.467959534371	1.0978588121035358	7.943811281341786	6.155952359111214	7.542209566501222	7.929923668155669	8.185642105766446	7.153364341015642	7.243406882637513	7.933674794083674	8.449952957239029	7.9556153446130295	7.092519951590542	7.396723920675747	7.929359808709068	8.46097877468341	7.451676188032991	7.907113364485545	7.545300914872945	6.819638874826239	6.7855157227634475	6.416075196939835	6.976748369270898	6.489118403616651	6.295598827729547	5.200014710140634	4.915562791391913	6.784550578335159	5.267664315036189	5.417075171696012	4.543327813583259	5.025569615359888	4.039319209595517	5.996367479087439	5.9692217485122345	6.776762300096904	5.947520602218878	5.32977002253232	5.946158696000369	5.969258231720464	5.125795549216397	6.380125208035947	5.768983171140895	5.46619082472603	5.14359537925276	5.029595880313408	4.168985147788888	3.5128993951957614	3.8172704321491056	4.36323223695173	2.4132895222033754	1.1857679990374481	200.0	11.85242377673536	0.22428714545407744	0.26664482203073214	0.2516177811133203	0.25745025140187033	0.13876992943371091	6.67719730903977E-4	3.008385303449657E-4	6.645352646895667E-4	0.4675680623536628	-0.018861464827857596	-10685.062565872302	-668.1210644601031	-576.3370971204494
21300000	-11905.161443121187	-1203.6547083193793	-10701.506734801807	200.50859642076495	1817.491403579235	4277.088006130478	10.512641426934563	6.030848771194889	6.421038607293813	6.73504393522383	6.94589656682007	7.182576694018912	6.976364432549077	7.49136022069729	7.694286364997061	7.495638537431096	7.641277743294166	7.656828530982921	7.774770995366884	8.054948857026234	7.598872258003964	7.62815883740746	7.553069278395541	7.216894941671504	6.832747005440249	6.756565245737115	6.034553112097812	6.098098045708117	5.3896775735275915	5.850781670846688	5.543352870174368	5.903091420035949	6.084102582876925	5.825340342286693	5.702644255143625	5.462428807395547	5.488810015041895	5.362525474294793	5.332739133702127	5.45107319801448	5.424893294871025	5.446546689229053	5.335831405744182	4.7834347927092224	4.587081834120643	4.692109410858534	4.468391530685624	4.7319806778374645	4.705010691210226	4.27780460727625	4.179462163819758	4.395317180794157	4.571108503230744	4.673963985378969	4.060850627743952	3.7200852182663455	3.2829969267312236	200.0	11.145702056370947	0.238351916091065	0.25660964028854255	0.2519779641318038	0.2530604794885889	0.13692500589484694	6.722396895193458E-4	2.639853064443358E-4	6.174930859670219E-4	0.41192530339669214	0.191578363845207	-10701.506734801807	-668.1210644601031	-523.7969307582422
21400000	-11904.12523256921	-1204.4235350687215	-10699.701697500488	197.52667993612826	1820.4733200638718	4398.251615975932	11.264463970357207	7.371248438521574	7.490214920889514	7.013997390352559	7.300476768477923	7.312242828787457	7.063387626597432	7.3053592009025365	7.322580730484799	7.165472753151395	6.906796878354248	7.275883315431479	7.178603936065719	7.302737383834947	7.463108090189369	7.498237225835314	7.369758405700621	7.25216268403588	7.2229488287130375	7.538266220920575	6.978966253053792	6.788791482777902	6.851683607014913	6.557925196058025	6.765054748034036	6.727899325673074	6.244939819210069	5.957685915569637	6.092427225305773	6.298938142682913	5.847531432475624	5.416151263113918	5.934852571595841	5.770189815313288	5.517898064491973	5.052141442258103	4.838029131326499	5.041603319533043	5.022430692022663	4.817121952567427	4.394140077701882	4.500216531193928	4.4197476827694056	4.1460908078381165	4.117506014507138	4.259705113725728	3.892666529047669	3.531647444516138	3.5699681956275575	3.1525445618371473	2.5227568044331297	200.0	11.312333219905755	0.23207213664371304	0.2684755859239509	0.2551555881654371	0.24429668926689924	0.12503026183081914	6.726295454100115E-4	2.9130647727239193E-4	6.320130818430004E-4	0.4292273527509308	0.05208007875789152	-10699.701697500488	-668.1210644601031	-524.7127765634084
21500000	-11865.621762991059	-1173.4647810376068	-10692.156981953452	190.51595863808978	1827.4840413619102	3938.433630362802	30.73128525269431	7.420073126473647	7.299378396264555	7.382001794093894	7.371108119862885	7.347809184215388	7.351761283489484	7.064668588275983	7.05986989446099	6.942755844041733	7.067074184938562	7.221471940341896	7.120007891715	6.910093002132661	6.793830947996145	6.6983732148886075	6.693499081931847	6.69196999203315	6.216589278064296	6.123738811746842	6.231673333411873	6.389872220131879	6.174177969502052	6.158312408820298	5.82959348552764	5.479630707791928	5.281815666128129	5.348319512515507	5.2610437720567065	4.893070822777049	4.698119718932697	4.7068684685498114	4.837361731914622	4.919649359042874	4.949136284468509	4.631085809360861	4.435264823524076	4.3811703300420115	4.189251462876419	4.17676810806367	4.206563459907014	4.177582279480952	4.0334783462942925	4.242218325044543	4.343647539729026	4.441390769917957	4.227920135083214	4.365608484558959	4.2393530148924805	4.121967583915795	4.187404748882034	200.0	12.621526269305091	0.21932758700793648	0.26723527691493143	0.26899123553725857	0.2444459005398743	0.13110455801486012	6.656491974355805E-4	3.13600029085031E-4	6.322313704567236E-4	0.48041706306192905	-0.010430064058877229	-10692.156981953452	-668.1210644601031	-493.389499608042
21600000	-11939.724983198343	-1253.2161673300852	-10686.508815868257	221.16225380375076	1796.8377461962493	4790.931369537643	1.7202873478996714	7.363627584448556	7.3714554122105636	7.19652942872974	7.446207125048764	6.9598855041473815	7.622818942324583	7.582895187212672	7.4109561499645595	6.972891097719891	8.291686124720103	6.889848645315514	8.727594159557718	7.899890089788338	8.02663579732817	7.991684552887737	7.470066122739703	8.049040385211182	6.822014739378917	6.203558022489553	6.458442072166405	7.428379242186488	6.313554753865971	6.566644510102305	6.020076434269909	6.180512650086924	5.82825140402949	6.169863667539518	6.3981375198145285	6.430901980123187	6.433161083607109	5.933565162182945	6.543653480328369	5.725456154160671	5.943310205194905	4.97500891702993	4.989266232811662	5.570135052659594	5.099098475738671	5.27148308931209	5.933054769730531	5.170243116606732	4.727329816710879	5.13011548628249	4.061710586730795	3.06715013717399	2.4422611745320784	2.6692312035907166	2.7083445532358894	2.6860609711711323	2.2470336631639882	200.0	10.561138926180444	0.21452814879436696	0.2730004129158572	0.24720672948461475	0.26526470880516173	0.13994620240133582	6.020530305743939E-4	3.2430842295417286E-4	5.490714239719594E-4	0.5189315667753259	0.07472277070686102	-10686.508815868257	-668.1210644601031	-572.7486819540901
21700000	-11902.302892190677	-1203.7657508277607	-10698.537141362916	190.94143589711462	1827.0585641028854	4092.297083111324	10.978123092889819	7.466766900648847	7.190940983291757	6.932490103576819	7.2710858430309235	7.593991920126159	7.882268547010292	7.520004050205545	7.309894416497155	7.340591692048575	7.461592491963335	7.634605702892548	7.528369042252476	7.3992672965910256	7.386651559415578	6.907985272649906	6.45651220559808	6.300443237790358	6.3321992839243295	6.517325750570275	6.576448899691628	6.437478736511747	5.836321106828826	6.042383011295691	6.411695772893674	6.636066950012265	6.5587275599932005	5.7977838795909875	5.285434541419345	5.274981273880277	5.465888716962089	5.152673909194305	5.063841825804426	5.294422902819873	4.985565463734855	5.126754599887288	5.595595987785955	5.320137220519333	5.841032269891577	6.2305225710656496	6.225278071062753	5.718568681394843	5.4447042488348405	4.786428183936917	4.882155426261801	4.87422315672772	4.968405249575716	4.658885682088369	4.551504090706457	4.200219789257736	4.482263641515404	200.0	11.035762818246734	0.21606570198642328	0.27026528081997775	0.2521403248853824	0.2615286923082174	0.13252760677602068	6.997578828548439E-4	2.62607061403877E-4	6.561385813689337E-4	0.4019128777821189	-0.05847395736971713	-10698.537141362916	-668.1210644601031	-524.7157932634383
21800000	-11906.354781139886	-1218.467506156772	-10687.887274983113	213.571585198171	1804.428414801829	5057.639923422189	12.656353385485275	7.250143025476109	7.156166567994702	7.125783458348493	7.318697017485121	7.808491144808108	7.7933963795323775	7.559221120886045	7.767412431758316	8.056010922666909	7.897257013597478	7.511635522150416	7.668689225503122	7.666791014753141	7.291946896177031	7.640476616168038	8.050767037778375	7.667065068223371	7.736196995780725	7.267413049262298	7.22936178924277	7.301825890887776	7.005403676002561	6.865175108943478	6.941113949703428	7.118892264422145	6.63339135785062	6.394820405044073	6.078936664316346	6.063783977450612	5.298679461899177	5.4425142693474955	5.831960514807425	6.110209778934904	6.054795862410472	5.421998862638287	5.209086302919795	4.813802869996537	4.8916487146948	4.943942964934655	5.244237172066343	5.1630399492750625	4.751396512689634	4.875736785061338	4.534683353877389	3.964973686729776	4.278629342148246	3.794295744723614	3.649013636228675	3.724188701452758	3.5232346032992847	200.0	12.163557152427087	0.2278005564272211	0.26993367207080216	0.2520883119625535	0.25017745953942394	0.13613234252177392	5.616962976761901E-4	2.482541150415799E-4	5.29814618173839E-4	0.3805713926801612	0.07025437513437652	-10687.887274983113	-668.1210644601031	-536.9268686572123
21900000	-11924.844522918575	-1215.150191187765	-10709.694331730809	201.1962912693313	1816.8037087306686	4151.395639770676	6.39401764999624	7.549438067195259	7.2511254190248655	7.047549071444744	6.796194699272956	7.183748134318944	6.985797705087371	7.73625437025666	7.39690114443609	7.223323636921771	7.1345755769894055	7.103495558858272	7.837003642911371	7.491952474374682	7.431595024510368	6.768275238014217	7.352636714704089	7.489392025159745	7.266004497418304	6.65720172696167	6.45665643990823	6.153724889350801	6.234092474661972	6.461720825184066	6.363690547409197	6.498427016987653	5.937635893826448	6.33283434515982	5.692133850662545	5.829496671737813	6.080933816136383	6.129184057711895	5.547385286889956	5.705979951390467	6.385743063116953	6.066972740504757	6.327645122865945	6.637687175294023	6.86530517643097	6.937361982266905	6.59102823273548	5.8582148954934326	5.5415658440434665	5.819707887364894	5.486439097892826	5.30281602889605	4.80702891897373	3.7757181535909305	3.6283353637528917	3.8451010356540856	3.405487985574207	200.0	12.269042640018364	0.22882641346215932	0.24382599861308943	0.25125955429567043	0.27608803362908096	0.12836976690063373	6.301720653046317E-4	1.8465424846733565E-4	6.006903106270739E-4	0.2983832201670631	-0.012133679925780433	-10709.694331730809	-668.1210644601031	-535.8312020724859
22000000	-11949.959833392877	-1236.2280261281392	-10713.731807264738	242.6281699594573	1775.3718300405426	5214.221583702316	12.250598458633315	7.075014019929036	7.1148272075809516	7.119306159602167	7.058636808381025	7.1678446258740385	7.6331497355936	7.465437865240904	7.667656308450395	6.75322177799565	7.442794689390552	7.338001042255676	7.628424306996371	7.81195155575676	7.1977953225605775	7.116012160838466	7.067080900962447	7.403591566420784	7.129418547469006	6.878638417994846	6.466956269330374	6.523439789265964	6.7582991412212925	6.778886083729502	6.705615955377082	6.876081135754626	6.872238886592333	7.391264753746075	7.123852421625851	7.2677941255855565	6.918298572274965	6.666282300518537	5.925747413288974	6.387316798192208	6.107068293464574	5.539367067881817	5.8875274659105035	6.334945115808029	5.8201277829418006	5.772862258055413	5.260598091125863	5.204058629598422	5.055583723710529	5.255068773801074	5.534423267502838	6.101004742512721	5.624334851577978	5.721223334989484	5.442571250510432	5.090128053934231	4.396234317563628	200.0	11.153804519393267	0.22916974926296646	0.2596170998984506	0.24648002912160494	0.2647331217169784	0.13801158206232336	5.115857440315566E-4	1.54853813337247E-4	5.097762380118745E-4	0.29479827760125116	-0.08746475733499796	-10713.731807264738	-668.1210644601031	-550.1726687712888
22100000	-11885.937717895002	-1196.915288244738	-10689.022429650264	209.36993032763365	1808.6300696723663	4946.480048467673	27.000532159258462	7.859906205702982	7.882123045372219	7.791675664866866	7.825062727559973	7.812612547946068	8.003317565635655	7.952167080774801	7.924295308679559	7.698663661604531	7.656370234042385	7.892569486570294	7.765868446086209	7.625165428429826	7.233269042558892	7.1766384160114	7.3339434590981565	7.300000930183462	7.2083169505125575	7.249897099210244	7.062662289033865	7.1577126050103965	7.143068171433192	6.8185675167671205	6.289476898538288	6.514303428531974	6.518263276104432	6.591677962168697	6.295599574701711	6.165722900103969	6.241473578375019	6.00138333567575	5.6347302210679615	5.7562172109813705	5.906623901552296	5.720671373258233	5.462391749153869	5.462431861003552	5.493025012169562	5.403266405415991	5.32601683458195	5.223504471745111	5.051201733302883	4.980489047291644	4.998423082528268	4.785909377075107	4.814129629792102	4.818061550737378	4.313699591957906	4.203702853630618	3.921792370672928	200.0	12.141204056999435	0.2326630657565244	0.2805625769284604	0.2509916583102856	0.23578269900473017	0.13688125869343162	5.726226023735654E-4	3.053741605077607E-4	5.245022140399849E-4	0.45654901873667075	0.0016917234962743873	-10689.022429650264	-668.1210644601031	-515.133602737569
22200000	-11877.631845890313	-1175.4871027043318	-10702.144743185981	176.5536183620906	1841.4463816379093	3906.0827559470104	27.961456816763256	7.5685885742977	7.687407310902952	7.566737179275855	7.548743244374746	7.573511671877779	7.2827086404351	7.272521581621931	7.112934423243236	7.106948067379381	6.903119925179974	7.125015371369268	7.115791896501017	7.099115620115561	6.649542369697131	6.836217851293984	6.886906251256518	6.559978675183039	6.3301246476122275	6.145023474485603	5.707363287025751	5.719636787886001	5.847988491138969	5.7989926629599715	5.7563064061420945	5.4884290039942485	5.541231786616899	5.536905563867763	5.640043691796063	5.39162403272749	5.173502287874632	5.144911665056095	5.064610384333065	5.129342869204066	5.026944013952681	4.926596040750561	4.5663785429859605	4.382117146229267	4.1212598110619805	4.102069524517221	3.947379929436128	4.008519486284143	3.983037452150746	4.050213391385851	3.81867937683379	3.867138360386334	4.220260653948607	4.390728562079873	4.213613042549795	4.382199503165044	4.331849077133915	200.0	11.680376673379358	0.21976485459659942	0.2582340533256713	0.2645338831577599	0.2574672089199699	0.1407269400409021	7.062169827079161E-4	3.206077791303035E-4	6.617698970821347E-4	0.4060386415943726	0.10980603915556746	-10702.144743185981	-668.1210644601031	-496.29227774902034
22300000	-11921.718057550419	-1216.2704364227552	-10705.447621127663	177.58886587432528	1840.4111341256748	3852.4773802722725	4.920890182122242	5.853702241315845	5.714887708171556	5.9827965697988805	6.849082482988601	7.26394143206507	7.082861513617333	7.726261226020614	6.508709826224337	6.31270602981955	6.755798789012206	6.836443925025368	6.8635503589657825	7.3614229210904245	7.275470561205069	7.940674240547875	8.389295896132625	8.067595079331982	7.912035869110679	7.318060750635852	7.181155837670541	6.479375703911013	5.8910932445447814	5.649462709689541	5.202470611997814	5.5238946599900505	5.749571992467264	5.494858448327391	5.546780908099314	5.945830616128121	6.188342430088052	5.325261730755102	4.845781810948683	4.9292897271695875	4.283596064345172	4.533992124588295	4.0652229153097	5.006807380008997	5.17477483653116	4.190488804261695	3.059700216332013	2.874163007376395	3.351084209829913	3.66157934838359	2.5962877303459084	1.9951728315375012	1.7141813163895938	1.3832017296711117	1.3180382110903386	1.5199463138144935	1.9605898000504887	200.0	12.580427501130936	0.22728588345160974	0.26075569435269014	0.2546248764228368	0.25733354577286394	0.14079116898651142	7.299416686597441E-4	3.1473612651398595E-4	7.037495061637908E-4	0.42962044261429083	0.11086724519248109	-10705.447621127663	-668.1210644601031	-538.5677284505942
22400000	-11913.01987856994	-1226.9091276423126	-10686.110750927626	184.8390606627302	1833.1609393372698	3982.684702405623	5.961700788563297	6.810232894879216	7.378169539113974	7.213483048338281	6.822535223751833	7.321280129545825	6.954789929630243	7.739749573187604	7.182010855836037	6.873974737734185	7.2651621285650805	7.34222546338278	7.489220696109794	7.754243733334048	7.424335609157849	6.932020738195486	7.526628359135289	7.645126063425391	7.039510307173905	6.871919169256322	6.847243125284317	6.85454135064433	6.779682119017753	6.717149644133084	6.400948454992862	5.831259223135337	4.881918581682362	5.134090123070733	5.059483632831817	4.986738603694053	5.014199333591854	5.105397856966797	5.080352242362579	5.333153567936422	5.766366623953862	5.514320459528721	4.631143131269865	5.387509178691305	4.868090871820984	3.8967306407288156	3.586908603459435	3.6602112448029898	3.5307837127227995	2.958141865069563	2.840139321407578	3.06650133930061	2.7354313940704476	4.131533946628579	4.713936782820872	5.230346357177753	5.126366371935883	200.0	12.318710276876018	0.22451236625683532	0.2722870028256447	0.25644605256118225	0.24675457835633818	0.1296386197889014	7.675711343049401E-4	4.996095149450737E-4	6.384879000373531E-4	0.5724308262279977	-0.09344123223538991	-10686.110750927626	-668.1210644601031	-548.4390140236729
22500000	-11913.040097410581	-1224.4880826625408	-10688.55201474804	202.55642889244558	1815.4435711075544	4751.890267406453	5.476813530244659	8.336022859974577	8.07890935877657	8.624513461305915	8.050358232446715	8.693230897881676	8.530937263978199	7.977906971086015	7.452327615874659	7.7123036368047115	7.783123738298319	8.13499377935475	8.179837280569815	7.99081249023635	7.53554184439635	7.153390973235628	7.090794320083418	6.9966251505553645	6.672060844940964	7.363921333891276	7.0518857648324795	6.802392323889089	6.199603435931939	6.246194116971527	6.281980077553636	6.890379643235161	6.903609834846879	6.6235950348458985	6.527814028703439	6.303503173198412	5.763050294283733	5.801263118222667	5.07571954847964	5.723143744301057	5.2686064077187496	5.122199623096616	4.920093373947599	4.94077637312078	5.028222000978838	5.179955913216421	4.926942375105679	4.62793593965215	4.6507009570453635	4.369280537291502	4.090127338757092	3.714906957987745	3.1728396533074625	2.726415099090258	3.4431652819040215	3.288390726485644	3.211643536762221	200.0	11.264590418928414	0.23092662613182324	0.26395178917203127	0.25993125171517567	0.24519033298097034	0.13571593323197498	5.993734506115166E-4	1.9158411312444432E-4	5.884605178744741E-4	0.3401933462630831	0.15391667256729336	-10688.55201474804	-668.1210644601031	-545.1935935756039
22600000	-11916.130994108767	-1217.370387081472	-10698.760607027296	210.14123761967102	1807.858762380329	4460.364127666493	12.659366458570961	8.545629721985058	8.298577082848475	7.959924482383014	7.89194768165508	7.709618421107917	7.531621088785017	7.941603633580888	7.728615802717522	7.578112445819921	7.89126345068265	7.460372010795324	7.402874509694068	7.669231168544987	7.794372157844991	7.895581148135275	7.363215269777464	7.276556987002962	6.923372933417842	7.19128551271201	7.1933129958465525	7.088161875774864	7.325865017152449	7.421031682944828	7.213763669747118	6.590933382815502	6.222529016216071	6.305675689489766	6.4152241506287	6.189579161577841	5.497079960626905	5.405607705921863	4.940240674675274	5.354676763973098	5.310308723904043	5.417733353544717	5.2137728882089265	4.7578200085924065	4.790097752512223	5.02347814439348	5.071503162517351	5.288039104309821	5.246304897657739	5.366253958005821	5.467329813714265	5.593307804713674	5.413129080986691	5.102053867729651	4.993297927455725	4.437205872163622	5.405266625097076	200.0	11.094502615208537	0.22001808619370794	0.2674287081575663	0.2564676928502373	0.2560855127984888	0.1328045388304464	6.338982271278746E-4	2.703027140368713E-4	6.027927601239888E-4	0.402800371093169	-0.10661610097954834	-10698.760607027296	-668.1210644601031	-536.3484641284222
22700000	-11926.674130859717	-1234.6710423760508	-10692.003088483667	193.01955656082447	1824.9804434391756	4025.8072297886897	2.007662259525087	8.121106810879565	8.110264024123625	6.9009220851629305	6.577343305977877	7.082327502128657	6.851479360971063	7.193416230794514	6.959419183528715	7.160317745947969	7.582733876424561	7.318064160807939	8.20774876300651	7.204778618799708	7.183657193872665	8.01889163604626	7.9495598425887515	7.353111659439455	6.799963114938218	6.34415996698435	6.519038678513334	6.378732585115076	7.880140928510168	5.984078437556528	5.650958993110057	4.897677454889043	4.266436190546744	5.330169622489251	5.596088346379557	7.186560924741077	6.8347455478453085	6.907593875122502	5.735508529352649	4.88184526048313	4.509377795691003	3.6597236093408583	3.841272744797889	4.54089513063331	3.616829485780045	3.7905971372280476	3.2206593155158565	2.807213309062158	3.4991311588686136	2.83936997608705	3.173501237464471	2.971895611585838	3.3699592624161157	3.6017146892394774	3.415168145066612	3.339437043741293	3.406345563311964	200.0	11.481554397632685	0.21632445051568275	0.28187234517050574	0.2450990684536996	0.2567041358601121	0.13351803613966165	6.607089977129094E-4	3.053283172920905E-4	6.197827181477105E-4	0.45258957683385526	0.11973510372566999	-10692.003088483667	-668.1210644601031	-557.3076689941369
22800000	-11902.02792303354	-1202.791184698422	-10699.236738335117	228.65793688622406	1789.342063113776	4733.5245530548855	14.117380240891958	7.568380203097191	7.555352814305126	7.541310241540806	7.881999342531841	8.10048496359992	8.168473364558006	8.250686042437096	8.355121909641412	8.140250031891092	8.02244675473294	7.965728376268689	7.689675154337051	7.418063645659944	7.852144325776517	7.55729358459634	7.388621035449687	7.349530060471731	7.287768292621045	6.921461310618684	6.5246727136354705	6.276935384613947	6.229145546926956	6.023308136285409	5.9356859785905485	5.739678243076015	5.351894504512551	5.214560527483424	5.613787095159484	5.481818361325532	5.526045586655831	5.902425208666003	6.184500274935839	5.770107745736784	5.666117284100394	5.580079868875365	5.497164539404951	5.050820628254341	5.084864853436148	5.131980249447813	5.101638793899519	5.330971318939409	5.24222580527271	5.585129726676379	5.411137454565125	5.22302297591144	4.898883893118193	4.4522225090438265	4.331514312766131	4.217362906573542	4.314673740665307	200.0	12.206491935212735	0.2299746754756013	0.2642029774674105	0.25567055406249095	0.2501517929944976	0.13508511259815456	6.115448333899812E-4	1.7770945657984808E-4	5.617612378037163E-4	0.27142761087505235	0.10133798724903641	-10699.236738335117	-668.1210644601031	-518.7008172659879
22900000	-11888.954500268734	-1198.0876344992616	-10690.866865769472	209.6275606585128	1808.3724393414873	4122.518646153653	10.762248058703607	6.2756973900913575	6.241656791784949	6.6317408730460645	6.771255570884427	6.767653944933841	6.797239252855323	7.355735601449461	7.165355314452394	7.2946810646300015	7.456551219536188	7.580868249825088	7.233331881054518	7.233611374501333	7.340678505632963	7.388019668529968	7.181811044681841	6.787928181917077	6.529951857576359	6.4477699678250815	6.467530740035798	6.367358263294935	6.089165172013091	5.679111763756772	6.098900769781939	5.805990480503687	5.5011891855867	5.300911462332215	4.899852528776188	5.0588244435507566	5.156694350822532	5.559983569221249	5.799369474355187	5.553171237640104	5.638139442679889	5.667049496432517	5.7970239913386	5.83245050289878	5.436416320142374	5.232861234884992	4.780347149973455	4.768111230726572	4.533229365644653	4.537322030070654	4.542836956131505	4.125548054038176	4.438187492936398	4.147588390211892	4.1037183075047245	3.655766192096939	3.2505975191013414	200.0	10.533272360480652	0.2466926283025854	0.26054784404764425	0.23724629991871357	0.2555132277310572	0.13492772203944292	6.766655732870976E-4	2.5464675697460244E-4	6.509007752257909E-4	0.36168110612452087	0.05691348053366668	-10690.866865769472	-668.1210644601031	-517.3532586545699
23000000	-11903.615346082612	-1213.5406516094195	-10690.074694473193	196.650069307986	1821.349930692014	4210.8696973932765	9.382934860925149	8.998113096329975	9.049028764580502	9.029224788323122	9.109133750935154	8.56817953934708	7.746715497263365	7.299147169548641	7.480973752975688	6.706838291311111	7.416119953690885	7.569728342787997	7.543226385593703	7.4058936342165165	7.481624825456366	7.811990806044353	7.688326121113044	7.474742151889366	6.666795430413653	6.4794331991671985	6.1735582465895895	6.029889656414203	6.095455023034008	6.194903895839789	6.037489587000685	5.956755250856065	5.467290205433109	5.424543188520939	5.248420941344062	4.979020350424456	4.361626702387347	4.4632701844385	4.597270482028209	4.980718559886658	5.0792593148171274	4.777994621831831	5.1995729862603035	5.311132544330877	5.189427096230106	5.091278376603109	5.3246263705713535	4.773417992092204	4.212281381570696	3.774517614834066	3.1967250303950516	3.1457471937080594	3.7212797809615545	3.8585130395833254	3.325379353427882	2.760609665538704	2.5744071050035267	200.0	10.004140467219147	0.22438065511569155	0.26667293626434246	0.25049262985890236	0.2584537787610641	0.13539851643370024	6.664927851497963E-4	2.9470527032808596E-4	6.165845317421328E-4	0.39826244438788216	0.11810565469957301	-10690.074694473193	-668.1210644601031	-534.4397907938367
23100000	-11937.845383860715	-1246.1873589281497	-10691.658024932565	217.53895565198002	1800.46104434802	4760.509511575485	3.0476212093879376	6.805143908449793	6.657481219577231	6.959406400349671	7.572928471583468	8.632813554181869	8.13397612305392	8.067193397720395	6.943120165317422	7.167480229607004	8.002906599397244	7.8516033645273176	7.377270978497888	8.3421877638508	8.214093754938057	7.829532646751616	7.171738549711524	7.619329004314856	6.6643392797038885	6.483088997668521	6.849819293308625	6.213351063881253	6.354580983354554	7.125360476811007	7.095748765929328	6.8641331609338785	5.920839557356689	5.811010840547397	6.075001845205707	7.093124857932259	6.207052389901529	5.672512256472866	5.578793325343221	4.993112843160414	5.740346664504063	6.59598701043094	6.642656536031836	6.3140723851861	6.558871748724618	5.904434523594862	4.95042690430768	4.0116849384184174	4.795713522780994	4.7488048294901075	4.987033685271833	4.347692887278839	3.571607513193297	3.5920959136507227	3.621829146284697	3.453983345474861	3.7923041500815478	200.0	12.264891476510027	0.2137464490280105	0.26446596603312283	0.25545148148747454	0.2663361034513925	0.13146884054738514	5.968584804798207E-4	2.9489233703502055E-4	5.411648963382624E-4	0.48976688611290387	-0.08159605941226766	-10691.658024932565	-668.1210644601031	-565.4594709001586
23200000	-11916.627509330458	-1225.2244179546424	-10691.403091375814	202.05832774087446	1815.9416722591254	4498.585741206028	5.785810062617016	8.48918741578459	8.598157811124548	8.76553554939084	7.858755795209479	8.02235343112999	7.736883275233852	7.256146433893799	7.3622356575360035	7.386885768246308	7.376601295027264	7.9910614679525676	7.746964769410775	7.811704865154282	7.463320742295656	7.716513633507392	7.37581680805438	6.964416281686123	7.446718256910426	6.58001529550512	6.27337882697504	6.665912455617124	6.361809934528604	6.341684401455082	6.640613683471059	6.607694792536345	5.966813460089056	5.852539836350868	6.030396429705974	5.470466106206466	5.6066052428687385	5.338475297564221	6.000019456501307	5.760485111431945	5.609533500834993	5.233435890860484	6.115506327349497	5.795330661090554	5.623548523430847	5.627395772482892	5.608240158270055	5.530721301247318	5.571039720172213	4.1971567785999015	4.291419478797909	4.230575382447326	4.446556032416167	4.316135972820964	4.7062968997668335	4.635878448609427	3.9982073406607785	200.0	12.144480087750443	0.2395462596055574	0.26018802953032666	0.2595186912914441	0.2407470195726725	0.13330361061108684	6.107883974003122E-4	2.9725204394368926E-4	5.911486438851888E-4	0.4601412057095979	-0.08452851181363079	-10691.403091375814	-668.1210644601031	-545.8501790819679
